type,name,brand,model,year,engine (l),run (km),price
Car,Mercedes C 280,Mercedes,C 280,1996,2.8,485000,10900
Car,Opel Astra,Opel,Astra,2001,1.6,259000,8900
Car,Peugeot 3008,Peugeot,3008,2012,1.6,127000,14500
Car,BMW X5,BMW,X5,2021,3,30000,101830
Car,Hyundai i30,Hyundai,i30,2011,1.6,241000,16600
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2005,1.6,150000,4800
Car,Land Rover Range Rover,Land Rover,Range Rover,2019,3,75000,135830
Car,Lexus ES 350,Lexus,ES 350,2014,3.5,148000,32000
Car,Ford Fusion (North America),Ford,Fusion (North America),2015,1.5,153000,23043.5
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,140000,21500
Car,Toyota Camry,Toyota,Camry,2021,2.5,30000,64600
Car,Toyota Prius,Toyota,Prius,2008,1.5,215000,11300
Car,BMW X5,BMW,X5,2000,3,255987,17500
Car,Hyundai Elantra,Hyundai,Elantra,2024,1.5,0,33000
Car,Hyundai Grandeur,Hyundai,Grandeur,2015,2.2,235000,30000
Car,Kia Forte,Kia,Forte,2014,1.8,304166,16900
Car,Kia Rio,Kia,Rio,2006,1.6,300000,11500
Car,Lexus GX 470,Lexus,GX 470,2004,4.7,341181,31500
Car,Mercedes C 180,Mercedes,C 180,2004,1.8,261000,11200
Car,BMW 320,BMW,320,2010,2,170000,17000
Car,BMW 528,BMW,528,2011,2,200113,25500
Car,Hyundai Elantra,Hyundai,Elantra,2017,2,99779,26300
Car,Hyundai Sonata,Hyundai,Sonata,2020,1.6,61000,49999
Car,Kia Sportage,Kia,Sportage,2012,2,170000,24500
Car,Li Auto L7,Li Auto,L7,2024,1.5,1,91800
Car,Nissan Sunny,Nissan,Sunny,2008,1.6,289000,14000
Car,Toyota Corolla,Toyota,Corolla,2013,1.6,179000,24300
Car,Toyota RAV4,Toyota,RAV4,2020,2,134000,45500
Car,BMW X7,BMW,X7,2021,3,28000,147050
Car,Ford Transit,Ford,Transit,1999,2.5,414399,13100
Car,Hyundai i30,Hyundai,i30,2008,1.6,343000,12800
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2015,2.2,190000,42000
Car,Hyundai Sonata,Hyundai,Sonata,2004,2.4,216617,9400
Car,Jeep Wrangler,Jeep,Wrangler,2019,2,33000,88400
Car,Kia Sportage,Kia,Sportage,2007,2,257000,18300
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,58000,6800
Car,Land Rover Range Rover,Land Rover,Range Rover,2021,3,70000,170000
Car,Chevrolet Cobalt,Chevrolet,Cobalt,2024,1.5,32000,29700
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,220200,12500
Car,Hyundai Elantra,Hyundai,Elantra,2017,2,134242,23400
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2014,2,211000,30800
Car,Infiniti G25,Infiniti,G25,2011,2.5,178404,21000
Car,LADA (VAZ) 2110,LADA (VAZ),2110,2001,1.5,279000,5500
Car,Land Rover Range Rover,Land Rover,Range Rover,2017,3,106000,99450
Car,Mercedes C 230,Mercedes,C 230,1998,2.3,240140,11400
Car,Mercedes E 200,Mercedes,E 200,2002,2,234563,13700
Car,Mercedes E 230,Mercedes,E 230,1996,2.3,350000,7900
Car,BMW 320,BMW,320,1993,2,580000,7500
Car,Land Rover Range Rover,Land Rover,Range Rover,2006,3,184600,34500
Car,Lexus LX 570,Lexus,LX 570,2013,5.7,390000,72250
Car,Mercedes A 160,Mercedes,A 160,2004,1.6,117000,5800
Car,Mercedes S 320,Mercedes,S 320,1999,3.2,400000,12000
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2013,4,140000,67660
Car,Audi A5 Sportback,Audi,A5 Sportback,2009,2,195000,18000
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,285000,12900
Car,Hyundai Accent,Hyundai,Accent,2018,1.4,38000,23999
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2007,2,209000,18800
Car,Hyundai Tucson,Hyundai,Tucson,2006,2,208315,16000
Car,Kia Sorento,Kia,Sorento,2015,2,196000,33000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,150000,8300
Car,Mercedes E 220 d,Mercedes,E 220 d,2001,2.2,309378,12900
Car,Nissan Note,Nissan,Note,2016,1.2,52000,16300
Car,Opel Astra,Opel,Astra,2000,1.8,285604,9000
Car,Opel Vectra,Opel,Vectra,1994,1.6,170000,2600
Car,Tofas Dogan,Tofas,Dogan,2005,1.6,87555,5900
Car,Tofas Sahin,Tofas,Sahin,2003,1.6,76697,2700
Car,Toyota Prius,Toyota,Prius,2007,1.5,228000,10400
Car,Volkswagen Polo,Volkswagen,Polo,2004,1.4,200561,5800
Car,Hyundai Sonata,Hyundai,Sonata,1997,2,320000,6800
Car,Mercedes A 160,Mercedes,A 160,2003,1.6,235124,6800
Car,Mercedes E 200,Mercedes,E 200,1996,2,350000,4300
Car,Mercedes GLE 450 4MATIC,Mercedes,GLE 450 4MATIC,2020,3,45000,130900
Car,Mitsubishi Lancer,Mitsubishi,Lancer,2008,2,262500,13700
Car,Mitsubishi Pajero,Mitsubishi,Pajero,1994,2.8,280000,5000
Car,Bentley Continental GT,Bentley,Continental GT,2013,6,40000,110500
Car,Ford Transit,Ford,Transit,1997,2.5,210600,15500
Car,Hyundai Elantra,Hyundai,Elantra,2022,1.6,35799,34600
Car,Mercedes C 300,Mercedes,C 300,2017,2,97000,42500
Car,Toyota Aqua,Toyota,Aqua,2016,1.5,68000,21000
Car,Toyota Camry,Toyota,Camry,2024,2,0,65450
Car,Chevrolet Cobalt,Chevrolet,Cobalt,2024,1.5,110,25500
Car,KAIYI X7,KAIYI,X7,2024,1.6,0,48900
Car,Kia Rio,Kia,Rio,2012,1.4,253670,16700
Car,LADA (VAZ) 2104,LADA (VAZ),2104,1991,1.6,260000,4800
Car,Li Auto L9,Li Auto,L9,2024,1.5,0,110500
Car,Li Auto L9,Li Auto,L9,2023,1.5,0,107950
Car,Mercedes E 220 d,Mercedes,E 220 d,2004,2.2,370000,14800
Car,Mercedes E 240,Mercedes,E 240,2003,2.6,236785,14700
Car,Mercedes E 320,Mercedes,E 320,2001,3.2,279000,14200
Car,BMW 530,BMW,530,2017,2,90834,56610
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2010,2,182000,25700
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2024,0.2,354919,6300
Car,LADA (VAZ) Granta,LADA (VAZ),Granta,2019,1.6,175000,13500
Car,Mercedes 190,Mercedes,190,1990,2,515673,5800
Car,Mercedes E 220 d,Mercedes,E 220 d,2006,2.2,315678,20500
Car,Tesla Model 3,Tesla,Model 3,2018,0,100000,44880
Car,Volkswagen Touareg,Volkswagen,Touareg,2020,3,77000,78200
Car,ZEEKR 001,ZEEKR,1,2024,0,0,102850
Car,Audi A6,Audi,A6,2015,2,241402,31999.1
Car,Audi A8,Audi,A8,2018,3,108000,83998.7
Car,BMW 330,BMW,330,2019,2,109000,57800
Car,Jeep Wrangler,Jeep,Wrangler,2020,2,59600,89930
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1999,1.5,56967,3500
Car,Opel Corsa,Opel,Corsa,2006,1.3,247000,9500
Car,Tesla Model 3,Tesla,Model 3,2021,0,43000,43350
Car,Volvo XC60,Volvo,XC60,2018,2,80554,59500
Car,BMW 528,BMW,528,2015,2,192450,42500
Car,BMW 530e,BMW,530e,2017,2,110100,57800
Car,BMW M4,BMW,M4,2014,3,61900,92650
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,160000,20900
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2005,1.6,160000,6300
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2009,1.6,98177,6000
Car,Lexus ES 350,Lexus,ES 350,2019,3.5,29000,89590
Car,Mercedes E 270,Mercedes,E 270,2000,2.7,281000,19900
Car,Mercedes GLC 300 4MATIC,Mercedes,GLC 300 4MATIC,2016,2,191000,55930
Car,Mitsubishi Airtrek,Mitsubishi,Airtrek,2002,2,231111,7200
Car,Nissan Tiida,Nissan,Tiida,2007,1.6,158687,11400
Truck,Shacman F2000,Shacman,F2000,2011,12,234987,45000
Car,Hyundai Accent,Hyundai,Accent,2007,1.5,258334,10400
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,132000,25500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2006,1.6,96000,6000
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2011,1.6,200000,8200
Car,Land Rover Range Rover,Land Rover,Range Rover,2017,5,78000,142800
Car,Lexus GS 300,Lexus,GS 300,2006,3,212000,14900
Car,Audi A6,Audi,A6,2015,2,247000,24700
Car,BMW 520,BMW,520,1998,2,398000,10000
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.6,86250,20900
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,110600,26800
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2000,1.6,146883,3600
Car,Bentley Continental GT,Bentley,Continental GT,2014,4,35000,122400
Car,BMW X5,BMW,X5,2020,3,42000,115600
Car,LADA (VAZ) 2110,LADA (VAZ),2110,2001,1.5,150000,4000
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2015,1.7,157000,11500
Car,Mercedes ML 320 4MATIC,Mercedes,ML 320 4MATIC,2002,3.2,147213,11300
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,131000,34800
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,182154,13700
Car,Kia Cerato,Kia,Cerato,2022,2,18507,31000
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2015,1.7,141000,11500
Car,Mitsubishi Rosa,Mitsubishi,Rosa,1998,4.2,450000,21500
Car,Toyota RAV4,Toyota,RAV4,2022,2,30000,50150
Car,BMW 525,BMW,525,2006,2.5,296000,17700
Car,Ford Transit,Ford,Transit,1999,2.5,267000,17700
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2003,1.6,90000,4800
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2004,1.6,310000,6300
Car,Mercedes 190,Mercedes,190,1991,2,234000,3850
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,1.5,154497,20800
Car,Mercedes E 200 d,Mercedes,E 200 d,2017,2,201141,53380
Car,Mitsubishi Pajero io,Mitsubishi,Pajero io,1998,1.8,320000,6400
Car,Mercedes E 200,Mercedes,E 200,2016,2,118500,63750
Car,Kia Sorento,Kia,Sorento,2018,2,152200,45900
Car,Lifan 320,Lifan,320,2012,1.3,299999,4500
Car,Mercedes Sprinter 313,Mercedes,Sprinter 313,2008,2.2,362004,20600
Car,Toyota RAV4,Toyota,RAV4,2014,2,113200,36890
Car,Chevrolet Cruze,Chevrolet,Cruze,2018,1.4,140000,17900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2014,2.2,198000,29900
Car,Kia Sorento,Kia,Sorento,2020,2.2,72800,56900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2009,1.6,154885,6800
Car,BMW 320,BMW,320,2016,2,115000,34000
Car,Infiniti QX55,Infiniti,QX55,2023,2,0,77990
Car,Infiniti QX55,Infiniti,QX55,2023,2,0,78030
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1998,1.6,95000,2000
Car,Mercedes C 180,Mercedes,C 180,1999,1.8,232102,7500
Car,Opel Combo,Opel,Combo,2007,1.3,188208,10300
Car,Toyota Camry,Toyota,Camry,2012,2.5,210000,21700
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,300000,15500
Car,Kia Optima,Kia,Optima,2011,2.4,239000,21000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1988,1.6,250000,3500
Car,Mercedes E 220 d,Mercedes,E 220 d,2000,2.2,628007,15300
Car,Mercedes E 240,Mercedes,E 240,2000,2.6,162121,14300
Car,Opel Astra,Opel,Astra,2002,1.6,367235,10400
Car,Toyota bZ4X,Toyota,bZ4X,2022,0,0,54230
Car,Hyundai Elantra,Hyundai,Elantra,2012,1.8,280000,20500
Car,Hyundai i30,Hyundai,i30,2009,1.6,264800,12900
Car,Kia Ceed,Kia,Ceed,2010,1.4,185135,14800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,40000,7000
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2020,1.7,37400,17400
Car,Lexus LX 570,Lexus,LX 570,2014,5.7,122000,71230
Car,Mercedes E 220,Mercedes,E 220,1994,2.2,520000,8500
Car,Mercedes E 220 d,Mercedes,E 220 d,2014,2.2,151000,39000
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,114000,21300
Car,Hyundai Sonata,Hyundai,Sonata,2006,2.4,284530,12500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2007,1.6,94617,5500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2004,1.6,123455,5200
Car,Mercedes ML 270 4MATIC,Mercedes,ML 270 4MATIC,2002,2.7,347000,14700
Car,Opel Vectra,Opel,Vectra,1994,1.8,300000,3000
Car,Toyota Prius,Toyota,Prius,2008,1.5,170000,12200
Car,Chevrolet Spark,Chevrolet,Spark,2014,0,87063,13200
Car,Kia Carnival,Kia,Carnival,2021,2.2,44700,60350
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2000,1.5,90564,3800
Car,Mercedes Axor 1829,Mercedes,Axor 1829,2008,6.4,543000,59000
Car,Mercedes C 220 d,Mercedes,C 220 d,1997,2.2,734327,11500
Car,Mercedes G 63 AMG,Mercedes,G 63 AMG,2020,4,22000,382500
Car,Toyota RAV4,Toyota,RAV4,2019,2,87000,43350
Car,Chevrolet Trax,Chevrolet,Trax,2015,1.4,167500,19800
Car,Ford Transit,Ford,Transit,2008,2.2,220000,20800
Car,Hyundai Elantra,Hyundai,Elantra,2016,2,99200,22800
Car,Hyundai H-1,Hyundai,H-1,2009,2.4,243000,16500
Car,Kia Sorento,Kia,Sorento,2016,2,127500,39500
Car,Kia Sportage,Kia,Sportage,2014,2,165200,26300
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,53000,9200
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2008,1.6,95000,4850
Car,Land Rover Range Rover,Land Rover,Range Rover,2016,3,80000,102000
Car,Lexus ES 300h,Lexus,ES 300h,2023,2.5,14000,74290
Car,Mercedes Axor 3028,Mercedes,Axor 3028,2007,6.3,391600,200000
Car,Nissan Tiida,Nissan,Tiida,2007,1.6,182000,12000
Car,Opel Astra,Opel,Astra,2004,1.4,207306,9500
Car,Opel Astra,Opel,Astra,2005,1.4,205000,11000
Car,Toyota Corolla,Toyota,Corolla,2009,1.4,268000,14100
Car,Audi A6,Audi,A6,2015,2,131000,42500
Car,Changan Uni-V,Changan,Uni-V,2023,1.5,70000,31500
Car,Chevrolet Aveo,Chevrolet,Aveo,2012,1.4,377999,10000
Car,Chevrolet Equinox,Chevrolet,Equinox,2022,1.5,18000,42500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1993,1.6,12478,2000
Car,Mercedes E 250,Mercedes,E 250,1993,2.5,350000,7300
Car,Mercedes G 63 AMG,Mercedes,G 63 AMG,2020,4,29300,379100
Car,Tofas Sahin,Tofas,Sahin,2003,1.6,130000,4200
Car,BMW 316,BMW,316,1991,1.6,385000,2000
Car,Fiat Doblo,Fiat,Doblo,2020,1.4,79000,24500
Car,Fiat Doblo,Fiat,Doblo,2016,1.4,61500,19500
Car,Iran Khodro Runna,Iran Khodro,Runna,2013,1.6,235000,3500
Car,Khazar LX,Khazar,LX,2020,1.7,90811,14500
Car,Kia K5,Kia,K5,2022,2.5,32000,51850
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2018,1.6,183000,14900
Car,Audi Q7,Audi,Q7,2022,2,21000,100300
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,137000,12800
Car,LADA (VAZ) 2104,LADA (VAZ),2104,2006,1.7,139000,7800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,55401,8700
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2014,1.7,170000,8500
Car,Mercedes C 180,Mercedes,C 180,1998,1.8,344000,9400
Car,Mercedes C 200,Mercedes,C 200,1998,2,385000,11500
Car,Ford Transit,Ford,Transit,2008,2.4,500000,17500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2005,1.6,70000,6000
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2005,1.5,362398,7900
Car,Land Rover Range Rover,Land Rover,Range Rover,2018,3,110000,113900
Car,Mercedes C 220 d,Mercedes,C 220 d,2005,2.2,425000,12900
Car,Opel Astra,Opel,Astra,2015,1.6,110000,18800
Car,Toyota Prius,Toyota,Prius,2006,1.5,357000,9500
Car,BMW 530e,BMW,530e,2018,2,117959,60690
Car,Ford Transit,Ford,Transit,2007,2.2,199906,21800
Car,Hyundai Accent,Hyundai,Accent,2021,1.6,53000,28000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2007,1.5,250000,3000
Car,Mercedes C 180,Mercedes,C 180,1995,1.8,645576,7800
Car,Volvo S90,Volvo,S90,2024,2,0,132178.8
Car,BMW 520,BMW,520,2011,2,270000,32700
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,219640,12900
Car,Ford Fusion,Ford,Fusion,2014,2,165000,22700
Truck,HOWO A7,HOWO,A7,2014,12,300000,65000
Car,Hyundai Sonata,Hyundai,Sonata,2016,2,149669,26000
Car,Kia Forte,Kia,Forte,2018,2,173809,26900
Car,Mercedes E 240,Mercedes,E 240,1999,2.4,260000,16000
Car,Mitsubishi Pajero,Mitsubishi,Pajero,1992,3,289000,6500
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2010,4,188901,55250
Car,BMW 530e,BMW,530e,2023,2,17000,91800
Car,BMW X5,BMW,X5,2015,2,132000,53550
Car,Hyundai Elantra,Hyundai,Elantra,2018,1.6,65000,26900
Car,Kia Rio,Kia,Rio,2016,1.6,110000,19200
Car,Kia Sorento,Kia,Sorento,2015,2,176000,41000
Car,Kia Sorento,Kia,Sorento,2014,2,141534,34000
Car,Kia Sorento,Kia,Sorento,2012,2.4,243059,33500
Car,Lexus LX 470,Lexus,LX 470,2007,4.7,235000,37000
Car,Mercedes C 180,Mercedes,C 180,2003,1.8,381000,11600
Car,Mercedes C 300 4MATIC,Mercedes,C 300 4MATIC,2015,2,205000,40290
Car,Mercedes E 280,Mercedes,E 280,1999,2.8,390000,11300
Car,Volkswagen Jetta,Volkswagen,Jetta,1999,2,436579,4500
Car,BMW 528,BMW,528,2015,2,180071,37400
Car,LADA (VAZ) 2112,LADA (VAZ),2112,2021,1.6,291000,7500
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2015,1.6,314000,13200
Car,Land Rover Range Rover,Land Rover,Range Rover,2014,3,140000,80750
Car,Land Rover Range Rover,Land Rover,Range Rover,2006,4.2,239000,27700
Car,Land Rover RR Evoque,Land Rover,RR Evoque,2020,2,78000,74290
Car,Mercedes E 220 d,Mercedes,E 220 d,2008,2.2,270000,25200
Car,Mercedes Vito,Mercedes,Vito,2008,2.2,362500,29000
Car,Opel Astra,Opel,Astra,2010,1.4,315213,13900
Car,Toyota Prius,Toyota,Prius,2006,1.5,316000,10200
Car,Volkswagen ID.6,Volkswagen,ID.6,2023,0,8500,48790
Car,Ford Fusion (North America),Ford,Fusion (North America),2014,1.5,169181,17800
Car,Hyundai Elantra,Hyundai,Elantra,2020,2,41500,29500
Car,Hyundai Sonata,Hyundai,Sonata,2013,2,155000,20500
Car,Toyota Corolla,Toyota,Corolla,2005,1.4,207000,13900
Car,BMW 328,BMW,328,2015,2,87000,31900
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,248000,15000
Car,Hyundai Accent,Hyundai,Accent,2015,1.4,106527,19900
Car,Hyundai Accent,Hyundai,Accent,2012,1.6,183000,17400
Car,Hyundai Sonata,Hyundai,Sonata,2014,2,151400,26800
Car,Kia K3,Kia,K3,2017,1.6,145200,23800
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2005,1.6,100000,5450
Car,Lexus ES 200,Lexus,ES 200,2022,2,10000,77350
Car,Changan Star,Changan,Star,2008,1,250000,6100
Truck,DAF 105 XF,DAF,105 XF,2013,12,1005000,85000
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.6,134567,25000
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,131000,19999
Car,Mercedes S 320,Mercedes,S 320,2001,3.2,400000,10000
Car,LADA (VAZ) 21011,LADA (VAZ),21011,1971,1.6,45108,2900
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1989,1.6,25612,3800
Car,Hyundai Sonata,Hyundai,Sonata,2009,2.4,230000,17900
Car,Land Rover Defender,Land Rover,Defender,2020,3,107000,151300
Car,Opel Astra,Opel,Astra,1999,1.6,212000,6500
Car,Opel Astra,Opel,Astra,1998,2,456000,4950
Car,Opel Vita,Opel,Vita,1999,1.4,298523,5400
Car,Toyota Camry,Toyota,Camry,2012,2.5,170000,30500
Car,Toyota Camry,Toyota,Camry,2021,2.5,85000,47600
Car,Toyota Prius,Toyota,Prius,2012,1.8,482803,18500
Car,Audi A7,Audi,A7,2015,3,141000,48450
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2007,2.2,330000,20000
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2012,3.6,184000,29900
Car,Kia Sorento,Kia,Sorento,2015,2,200700,34900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2006,1.6,78536,4200
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2004,1.6,99060,3900
Car,Land Rover RR Sport,Land Rover,RR Sport,2009,4.2,256437,23800
Car,Mitsubishi Pajero,Mitsubishi,Pajero,1995,2.8,350000,11900
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2018,4,44000,110840
Car,Ford Transit,Ford,Transit,2006,2.4,449000,19800
Car,Hyundai Sonata,Hyundai,Sonata,2021,2,15000,49000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2007,1.6,150000,7000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2007,1.6,97000,5700
Car,Mercedes C 220 d,Mercedes,C 220 d,1998,2.2,287000,12300
Car,Mercedes E 240,Mercedes,E 240,2001,2.4,245000,14700
Car,Mitsubishi Pajero io,Mitsubishi,Pajero io,2000,2,289000,5900
Car,Nissan Sunny,Nissan,Sunny,2019,1.5,145000,19800
Car,Nissan Wingroad,Nissan,Wingroad,2015,1.5,35200,15100
Car,BMW X5,BMW,X5,2016,3,73500,73100
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,183000,14800
Car,Chevrolet Cruze,Chevrolet,Cruze,2016,1.4,189000,13800
Car,Chevrolet Niva,Chevrolet,Niva,2006,1.7,193000,7200
Car,Kia Cerato,Kia,Cerato,2015,1.8,129800,20800
Car,Kia Rio,Kia,Rio,2010,1.4,159000,14500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2008,1.6,567888,6700
Car,LADA (VAZ) 2110,LADA (VAZ),2110,1998,1.5,111111,1200
Car,Land Rover Range Rover,Land Rover,Range Rover,2020,2,48000,178500
Car,Mitsubishi Galant,Mitsubishi,Galant,2012,2.4,153000,15950
Car,Nissan Note,Nissan,Note,2015,1.2,30535,16400
Car,Nissan Note,Nissan,Note,2015,1.2,26500,16400
Car,BMW 520,BMW,520,2023,2,32000,94860
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2019,1.7,75000,14950
Car,Moskvich 412,Moskvich,412,1980,1.5,25300,22950
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,216700,12300
Car,Ford Transit,Ford,Transit,2008,2.4,360000,26500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2008,2.2,280000,20900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2006,1.6,150000,6800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2004,1.6,73615,3000
Car,Toyota Corolla,Toyota,Corolla,2007,1.4,196000,14999
Car,BMW 528,BMW,528,2013,2,100321,26600
Car,Hyundai Sonata,Hyundai,Sonata,2011,2,140000,23200
Car,Kia Sorento,Kia,Sorento,2016,2,161500,33500
Car,Kia Sportage,Kia,Sportage,2011,2,284458,22700
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2008,1.6,90000,5800
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2015,1.7,185000,11200
Car,Nissan Note,Nissan,Note,2016,1.2,37704,16700
Car,Nissan Note,Nissan,Note,2015,1.2,58000,15900
Car,Changan Uni-T,Changan,Uni-T,2021,1.5,53000,33150
Car,Daewoo Matiz,Daewoo,Matiz,2008,0.8,182000,4100
Car,Honda Civic,Honda,Civic,2013,1.5,305000,18900
Car,Hyundai Elantra,Hyundai,Elantra,2019,2,28267,28500
Car,Hyundai Sonata,Hyundai,Sonata,2020,2.5,47000,41800
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1997,1.6,553339,4600
Car,LADA (VAZ) 2109,LADA (VAZ),2109,2001,1.5,375000,6000
Car,Land Rover Discovery Sport,Land Rover,Discovery Sport,2017,2,172000,35700
Car,Mercedes C 200,Mercedes,C 200,2002,2,250000,11900
Car,Mercedes C 300,Mercedes,C 300,2018,2,67000,48450
Car,Nissan March,Nissan,March,2017,1.2,25000,14000
Car,Volkswagen Passat,Volkswagen,Passat,2005,2,256000,8800
Car,Nissan Tiida,Nissan,Tiida,2012,1.5,50924,15500
Car,Toyota Corolla,Toyota,Corolla,2005,1.4,260000,13500
Car,Chevrolet Cruze,Chevrolet,Cruze,2017,1.6,201000,16000
Truck,HOWO Sinotruk,HOWO,Sinotruk,2013,12,574000,48000
Car,Hyundai H-1,Hyundai,H-1,2009,2.5,265000,17500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,87000,7800
Car,LADA (VAZ) 2112,LADA (VAZ),2112,2004,1.5,300000,6400
Car,Mercedes S 350 d,Mercedes,S 350 d,2010,3,218000,38760
Car,Opel Astra,Opel,Astra,2005,1.4,160349,11000
Car,Kia Sportage,Kia,Sportage,2012,2,174000,24999
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.5,128000,8000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2002,1.6,67827,4000
Car,Mercedes E 200,Mercedes,E 200,1996,2,555555,9500
Car,Mercedes E 220 d,Mercedes,E 220 d,1999,2.2,450000,14800
Car,Mercedes E 250,Mercedes,E 250,2020,2,26000,86530
Car,Mercedes R 320 4MATIC,Mercedes,R 320 4MATIC,2010,3,282800,22800
Car,Toyota Noah,Toyota,Noah,2016,1.8,53500,28500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2010,2,235000,25200
Car,Kia Sorento,Kia,Sorento,2016,2,210000,38500
Car,LADA (VAZ) 21099,LADA (VAZ),21099,2002,1.5,110000,4350
Car,Mazda CX-5,Mazda,CX-5,2012,2,199970,24000
Car,Mercedes Sprinter 208,Mercedes,Sprinter 208,1997,2.2,295500,15000
Car,Khazar LX,Khazar,LX,2019,1.7,38300,12700
Car,Kia Cerato,Kia,Cerato,2009,2,197900,11700
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2008,1.6,99000,4500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1995,1.6,94818,2900
Car,Mercedes C 180,Mercedes,C 180,1994,1.8,99999,7500
Car,Kia Rio,Kia,Rio,2008,1.4,187800,8800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,57747,7900
Car,Mercedes C 180,Mercedes,C 180,1995,1.8,280000,5000
Car,Nissan Sunny,Nissan,Sunny,2013,1.5,99999,10500
Car,Opel Vectra,Opel,Vectra,1996,1.8,486000,5200
