type,name,brand,model,year,engine (l),run (km),price
Car,Opel Vectra,Opel,Vectra,1999,2,300000,4400
Car,Ford Mustang,Ford,Mustang,2017,2.3,56000,38250
Car,Nissan Navara,Nissan,Navara,2011,2.5,415000,18500
Car,Nissan Note,Nissan,Note,2015,1.2,50000,15800
Bus,UAZ 39625,UAZ,39625,2018,2.7,80000,8000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2003,1.5,99000,4300
Car,Mercedes-Maybach S 400,Mercedes-Maybach,S 400,2018,3,103500,135830
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2005,1.6,250000,5800
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2000,1.6,37652,4200
Car,Opel Astra,Opel,Astra,2010,1.4,202400,12300
Car,Toyota Prius,Toyota,Prius,2008,1.5,260000,13000
Car,Mercedes C 180,Mercedes,C 180,1994,1.8,115000,6500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2013,2,265000,30500
Car,Mercedes Travego,Mercedes,Travego,2008,16,500000,85000
Car,Opel Astra,Opel,Astra,2006,1.3,320000,12500
Car,Opel Astra,Opel,Astra,2008,1.3,234513,12300
Car,Ford Transit,Ford,Transit,2000,2.5,862752,10500
Car,Hyundai Accent,Hyundai,Accent,2020,1.6,70500,27300
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2009,1.5,35753,7800
Car,BMW 530,BMW,530,2017,2,94000,54400
Car,Ford Transit,Ford,Transit,2000,2.5,391280,16000
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,194731,27500
Car,Hyundai Sonata,Hyundai,Sonata,2007,2.4,371000,13400
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2013,1.6,189435,8400
Car,Hyundai Sonata,Hyundai,Sonata,2009,2.4,248000,9000
Car,Hyundai Tucson,Hyundai,Tucson,2023,1.6,36500,46500
Car,Mercedes 190,Mercedes,190,1992,2,245000,4300
Car,Mercedes E 220 d,Mercedes,E 220 d,2004,2.2,450000,16000
Car,Mercedes E 270,Mercedes,E 270,2000,2.7,400000,17000
Car,Hyundai Accent,Hyundai,Accent,2008,1.5,265400,19500
Car,Hyundai Sonata,Hyundai,Sonata,2020,1.6,39000,44500
Car,Kia Sorento,Kia,Sorento,2014,2,259783,36200
Car,Mercedes C 180,Mercedes,C 180,2004,1.8,123456,9500
Car,BMW 525,BMW,525,1997,2.5,25000,6500
Car,Chevrolet Niva,Chevrolet,Niva,2013,1.7,217000,7200
Car,BMW 528,BMW,528,2015,2,148000,36550
Car,Nissan Note,Nissan,Note,2014,1.2,73668,14950
Car,Nissan Tiida,Nissan,Tiida,2012,1.5,114500,14500
Car,Nissan Tiida,Nissan,Tiida,2011,1.5,22114,13500
Car,BMW X6,BMW,X6,2009,4.4,288000,28000
Car,Opel Astra OPC,Opel,Astra OPC,2000,1.6,400758,7500
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,151500,29800
Car,Hyundai Sonata,Hyundai,Sonata,2014,2.4,113118,31110
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2009,1.5,247290,7400
Car,Volkswagen Passat,Volkswagen,Passat,1999,1.8,250000,4500
Car,BMW 530e,BMW,530e,2022,2,32000,78030
Car,Chevrolet Malibu,Chevrolet,Malibu,2017,1.5,20000,19500
Car,Chevrolet Orlando,Chevrolet,Orlando,2013,1.8,210000,18500
Car,Hyundai Accent,Hyundai,Accent,2004,1.6,368489,8100
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,247000,8800
Car,BMW X5,BMW,X5,2017,2,62000,67830
Car,Hyundai ix35,Hyundai,ix35,2014,2.4,73000,31000
Car,Mercedes GLC 300 4MATIC,Mercedes,GLC 300 4MATIC,2020,2,45000,67830
Car,Nissan Tiida,Nissan,Tiida,2007,1.6,204372,12100
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2012,2.7,194800,41650
Car,BMW 535,BMW,535,2013,3,192000,40290
Car,Hyundai Avante,Hyundai,Avante,2015,1.6,200000,25800
Car,LADA (VAZ) 2108,LADA (VAZ),2108,1987,1.6,77700,7300
Car,Kia Rio,Kia,Rio,2007,1.4,349000,9300
Car,MG 3,MG,3,2012,1.5,210000,11300
Car,Nissan Tiida,Nissan,Tiida,2011,1.5,70000,13500
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2019,4,55000,115260
Car,Kia Cerato,Kia,Cerato,2010,1.6,320000,12800
Car,Kia Pride,Kia,Pride,2013,1.6,124961,16500
Car,Kia Sorento,Kia,Sorento,2018,2,166000,48900
Car,Land Rover RR Evoque,Land Rover,RR Evoque,2014,2.2,163000,40800
Car,Nissan Rogue,Nissan,Rogue,2016,2.5,96000,36500
Car,Chevrolet Cobalt,Chevrolet,Cobalt,2022,1.5,75000,26000
Car,Kia K5,Kia,K5,2014,2,139000,30500
Car,Mitsubishi L200,Mitsubishi,L200,2015,2.5,203000,27600
Car,BMW 528,BMW,528,2015,2,108000,36800
Car,Changan CS 35 Plus,Changan,CS 35 Plus,2022,1.6,37400,41000
Car,Changan Star,Changan,Star,2007,1,188597,3000
Car,Hyundai Accent,Hyundai,Accent,2016,1.6,75000,20800
Car,Hyundai i30,Hyundai,i30,2017,1.6,152000,26300
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2015,1.6,195535,14500
Car,Hyundai Sonata,Hyundai,Sonata,2008,2.4,300000,16500
Car,Ford Transit,Ford,Transit,1999,2.5,150000,14500
Car,Kia Sorento,Kia,Sorento,2015,2,156000,42400
Truck,HOWO Shacman F2000,HOWO,Shacman F2000,2023,16,20000,100000
Car,Kia K7,Kia,K7,2016,2.2,185000,35700
Car,Mercedes C 220,Mercedes,C 220,1995,2.2,200000,6500
Car,Nissan X-Trail,Nissan,X-Trail,2001,2,171000,10000
Car,Opel Astra,Opel,Astra,2012,1.3,230000,15900
Car,Toyota Prius,Toyota,Prius,2019,1.8,126000,31500
Car,Hyundai Elantra,Hyundai,Elantra,2019,2,98000,25000
Car,LADA (VAZ) 2108,LADA (VAZ),2108,1994,1.5,145687,2900
Car,Toyota Camry,Toyota,Camry,2016,2.5,175600,42840
Car,BMW 528,BMW,528,1997,2.8,494700,11000
Car,Hyundai Accent,Hyundai,Accent,2012,1.6,193000,17300
Car,Hyundai Tucson,Hyundai,Tucson,2016,2,92000,28300
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1999,1.6,245000,3700
Car,Opel Vectra,Opel,Vectra,1999,1.6,413000,6500
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,226000,20800
Car,Mercedes Atego 816,Mercedes,Atego 816,2011,4.4,520000,39900
Car,Mercedes E 220 d,Mercedes,E 220 d,2000,2.2,412036,16500
Car,Volkswagen Passat,Volkswagen,Passat,2014,1.8,185000,17700
Car,Hyundai Grandeur,Hyundai,Grandeur,2015,2.4,164000,29900
Car,Opel Astra,Opel,Astra,2007,1.6,219900,10800
Car,Tesla Model Y,Tesla,Model Y,2023,0,0,98050
Car,Toyota Prius,Toyota,Prius,2008,1.5,601895,9500
Car,Ford Transit,Ford,Transit,2008,2.2,360000,14500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1991,1.6,40000,3300
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,175000,13000
Car,GAZ 3110,GAZ,3110,2003,2.3,180000,2800
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2012,2.7,214000,42000
Car,LADA (VAZ) 2114,LADA (VAZ),2114,2011,1.6,166600,8600
Car,Skoda Karoq,Skoda,Karoq,2023,1.4,21220,81158
Car,BMW 328,BMW,328,2014,2,226000,26000
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,189200,12200
Car,Iran Khodro Runna,Iran Khodro,Runna,2013,1.6,250000,6500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1998,1.5,93000,4500
Car,Kia Ceed,Kia,Ceed,2007,1.6,251872,14700
Car,Opel Zafira,Opel,Zafira,2006,2.2,430000,11300
Car,BMW 740,BMW,740,2020,3,36814,140590
Car,BMW X5,BMW,X5,2019,3,98170,110500
Car,Hyundai Accent,Hyundai,Accent,2007,1.5,165000,11800
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2014,3,105200,54230
Car,BMW 328,BMW,328,2016,2,108000,32640
Car,Kia Rio,Kia,Rio,2008,1.4,500000,12800
Car,Mitsubishi L200,Mitsubishi,L200,2014,2.5,193858,36900
Car,Hyundai Grandeur,Hyundai,Grandeur,2015,2.2,194038,29500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1983,1.6,81724,2650
Truck,MAN TGX 18.440,MAN,TGX 18.440,2011,12,1050000,82000
Truck,GAZ 33021,GAZ,33021,1999,3.5,210000,13700
Truck,KamAz 55111,KamAz,55111,1985,11,400000,25500
Car,Mercedes E 200 d,Mercedes,E 200 d,2013,2.2,330000,26860
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,262000,13700
Car,Hyundai Sonata,Hyundai,Sonata,2004,2.4,274500,8300
Car,Hyundai Veloster,Hyundai,Veloster,2012,1.6,56000,17800
Car,Kia Cerato,Kia,Cerato,2017,2,100000,21300
Car,Toyota Camry,Toyota,Camry,2014,2.5,260000,34000
Car,Kia Optima,Kia,Optima,2014,2,167372,23500
Car,Kia Sorento,Kia,Sorento,2015,2,215000,37600
Car,LADA (VAZ) 2112,LADA (VAZ),2112,2006,1.6,377000,4500
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2009,1.6,150000,7000
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2013,1.6,121000,11200
Car,BMW 528,BMW,528,2016,2,158000,34400
Car,BMW 730,BMW,730,1993,3,210000,7800
Truck,GAZ 3302-288,GAZ,3302-288,1998,2.4,77292,8000
Car,Nissan Juke,Nissan,Juke,2014,1.6,121600,20900
Car,BMW 528,BMW,528,2011,2,204000,25500
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,199000,15200
Car,Hyundai Elantra,Hyundai,Elantra,2002,2,213260,6500
Truck,MAZ 5549,MAZ,5549,1987,11,400000,8500
Car,Chevrolet Malibu,Chevrolet,Malibu,2018,1.5,200000,21500
Truck,GAZ 66,GAZ,66,1985,6,150000,5500
Car,Kia Sorento,Kia,Sorento,2014,2.4,154000,28300
Car,Mercedes 190,Mercedes,190,1990,2,300000,4500
Car,Opel Astra,Opel,Astra,2006,1.3,315000,9100
Car,Kia Sorento,Kia,Sorento,2022,1.6,31000,65960
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1997,1.5,93546,4444
Car,Opel Astra,Opel,Astra,2006,1.3,381485,10400
Car,Opel Vectra,Opel,Vectra,1998,1.8,223000,6500
Car,Kia Sorento,Kia,Sorento,2017,2,169000,39500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2004,1.6,100000,4000
Car,Volkswagen Tiguan,Volkswagen,Tiguan,2014,2,109000,26500
Car,BMW 535,BMW,535,2014,3,250000,29300
Truck,GAZ 33021,GAZ,33021,1998,2.5,88000,7300
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2008,2.7,100000,22000
Car,Hyundai Terracan,Hyundai,Terracan,2003,2.5,300000,13500
Car,Toyota Corolla Cross,Toyota,Corolla Cross,2024,2,0,51300
Car,Ford Transit,Ford,Transit,2011,2.4,236000,27700
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1993,1.6,41000,4400
Car,Mercedes E 230,Mercedes,E 230,1997,2.3,324534,11800
Car,Toyota Hilux,Toyota,Hilux,2024,2.4,0,66100
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2024,3.3,0,205400
Car,Toyota RAV4,Toyota,RAV4,2024,2.5,0,60900
Car,Toyota Yaris Cross,Toyota,Yaris Cross,2023,1.5,0,43500
Car,Volkswagen Jetta,Volkswagen,Jetta,2010,1.6,184358,12500
Car,Kia Optima,Kia,Optima,2016,2,64000,28900
Car,Mercedes Axor 1829,Mercedes,Axor 1829,2008,6.4,620000,75000
Car,Nissan Note,Nissan,Note,2017,1.2,91000,39300
Car,Nissan Pathfinder,Nissan,Pathfinder,2005,2.5,257300,24900
Car,Renault Laguna,Renault,Laguna,2008,1.5,340821,10300
Car,BMW X5,BMW,X5,2006,4.8,250000,23600
Car,Hyundai Tucson,Hyundai,Tucson,2017,2,172200,28000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1995,1.6,90759,3500
Car,Mercedes E 220 d,Mercedes,E 220 d,2008,2.2,265000,21500
Car,Hyundai Accent,Hyundai,Accent,2015,1.6,220000,17900
Car,Tesla Model 3,Tesla,Model 3,2023,0,7578,48450
Car,Mercedes E 220 d,Mercedes,E 220 d,2002,2.2,493052,16200
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2006,2.7,198000,25800
Car,GAZ 3110,GAZ,3110,2003,2.3,180000,5000
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2019,1.7,50000,18000
Car,Toyota Avalon,Toyota,Avalon,2007,3.5,345000,18600
Car,Daewoo Gentra,Daewoo,Gentra,2014,1.5,285000,11300
Car,Hyundai Getz,Hyundai,Getz,2006,1.6,350000,9800
Car,Hyundai i30,Hyundai,i30,2007,1.6,288000,15400
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,142000,9200
Car,Volkswagen Passat,Volkswagen,Passat,2005,2,200000,8700
Car,Mercedes C 220 d,Mercedes,C 220 d,2006,2.2,412588,12700
Car,Mercedes E 200 d,Mercedes,E 200 d,1991,2,550000,3300
Car,BMW 328,BMW,328,2014,2,300000,19300
Car,LADA (VAZ) 2114,LADA (VAZ),2114,2012,1.6,250000,8900
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,422859,9000
Car,Land Rover Range Rover,Land Rover,Range Rover,2019,5,56100,202300
Car,Ford Transit,Ford,Transit,1997,2.5,826710,15000
Car,Toyota Prius,Toyota,Prius,2008,1.5,217400,22750
Car,Mercedes C 240,Mercedes,C 240,2000,2.4,196400,14500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2004,1.6,91748,5200
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2004,1.5,65934,1500
Car,Mercedes C 240,Mercedes,C 240,1999,2.4,258000,13000
Car,Ford Transit,Ford,Transit,1994,2.5,500000,11000
Car,Kia Sorento,Kia,Sorento,2015,2,145600,42160
Car,Opel Astra,Opel,Astra,2004,1.4,257000,10300
Car,Opel Omega,Opel,Omega,1998,2.5,200000,2800
Car,Khazar LX,Khazar,LX,2021,1.7,145000,11500
Car,Kia Rio X-Line,Kia,Rio X-Line,2021,1.6,27800,31500
Car,Opel Astra,Opel,Astra,2008,1.3,228000,13600
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,210000,31000
Car,Mercedes E 240,Mercedes,E 240,2004,2.6,400000,16400
Car,BMW 530,BMW,530,2017,2,97000,50150
Car,Daewoo Nexia,Daewoo,Nexia,2011,1.6,120000,5400
Car,Mercedes E 200,Mercedes,E 200,1998,2,395700,11200
Car,Hyundai Elantra,Hyundai,Elantra,2020,2,102998,27500
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2008,1.7,295095,7000
Car,Mercedes E 220 d,Mercedes,E 220 d,2003,2.2,460000,15000
Car,Mercedes Vito 111,Mercedes,Vito 111,2006,2.2,260000,30000
Car,Toyota Corolla,Toyota,Corolla,2005,1.4,258500,13900
Car,Toyota Prius,Toyota,Prius,2007,1.5,162500,12000
Car,Mercedes C 220 d,Mercedes,C 220 d,1994,2.2,350000,6500
Car,Nissan March,Nissan,March,2012,1.2,53000,12500
Car,Opel Astra,Opel,Astra,2010,1.3,185000,12300
Car,BMW 525,BMW,525,2001,2.5,220000,16500
Car,Mercedes C 220,Mercedes,C 220,1996,2.2,390252,8900
Car,Mercedes E 280,Mercedes,E 280,2000,2.8,326996,13000
Car,Opel Astra,Opel,Astra,1999,2,395000,6800
Car,Kia K3,Kia,K3,2015,1.6,160000,22700
Car,Land Rover Range Rover,Land Rover,Range Rover,2014,3,145000,86530
Car,Mercedes E 220 d,Mercedes,E 220 d,2002,2.2,620000,13100
Car,Mercedes E 320,Mercedes,E 320,2000,3.2,351000,16500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1990,1.3,300000,1250
Car,Porsche Cayenne,Porsche,Cayenne,2013,3.6,149000,49500
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,270000,30000
Truck,DAF 85 CF,DAF,85 CF,2014,12,960000,62000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2004,1.5,213000,4000
Car,Mercedes Vito 109,Mercedes,Vito 109,2007,2.2,360000,23500
Car,Toyota Prius,Toyota,Prius,2008,1.5,300000,13000
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,2,170000,25900
Car,Maserati Ghibli,Maserati,Ghibli,2014,3,188000,50150
Car,Mercedes C 220 d,Mercedes,C 220 d,1999,2.2,435258,12999
Car,Land Rover Range Rover,Land Rover,Range Rover,2017,3,132000,93500
Car,Audi Q7,Audi,Q7,2017,2,152000,51340
Car,Opel Vectra,Opel,Vectra,1997,1.6,436000,3700
Car,Kia Rio,Kia,Rio,2014,1.1,164000,15900
Car,Opel Astra,Opel,Astra,1996,1.6,300990,4000
Car,Opel Astra,Opel,Astra,2006,1.4,250432,11000
Car,Kia K5,Kia,K5,2016,1.7,170000,29300
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2017,4,78000,81430
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,114000,25000
Car,Nissan Maxima,Nissan,Maxima,1999,3,444444,8700
Car,BMW 328,BMW,328,2012,2,245000,24600
Car,Toyota Prius,Toyota,Prius,2007,1.5,292000,7900
Car,Changan Qiyuan Q05,Changan,Qiyuan Q05,2023,1.5,0,32800
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,80467,19800
Car,Hyundai Tucson,Hyundai,Tucson,2014,2,201000,25500
Car,Toyota RAV4,Toyota,RAV4,2022,2.5,39000,55250
Car,Ford Transit,Ford,Transit,2006,2.4,147000,32400
Car,BMW X3,BMW,X3,2014,2,178500,42000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2002,1.6,99000,3600
Car,Mercedes E 220,Mercedes,E 220,1992,2.2,100000,5900
Car,Land Rover Range Rover,Land Rover,Range Rover,2019,3,62000,152830
Car,Mercedes Actros 1844,Mercedes,Actros 1844,2013,12,970000,62000
Car,Toyota Crown,Toyota,Crown,2023,2.5,0,100300
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,153532,14000
Car,Daewoo Nexia,Daewoo,Nexia,2006,1.5,113000,8000
Car,Honda Insight,Honda,Insight,2009,1.3,407000,11700
Car,Hyundai Elantra,Hyundai,Elantra,2012,1.8,230000,17500
Car,Mercedes 190,Mercedes,190,1991,1.8,490000,5900
Car,Nissan Navara,Nissan,Navara,2014,2.5,312000,31500
Car,Porsche Panamera 4S,Porsche,Panamera 4S,2013,3,136000,66130
Car,BMW 535,BMW,535,1999,3.5,345009,10600
Car,Hyundai Elantra,Hyundai,Elantra,2020,2,91000,26900
Car,Mercedes E 220 d,Mercedes,E 220 d,1999,2.2,321233,14000
Car,BMW 528,BMW,528,2014,2,193121,27500
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2009,1.5,267800,7500
Car,Mercedes Axor 1843,Mercedes,Axor 1843,2008,12,874000,65000
Car,Opel Omega,Opel,Omega,1998,2.5,248367,3000
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2015,1.6,187000,14800
Car,Mercedes B 170,Mercedes,B 170,2007,1.7,180000,13500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1987,1.6,92146,2950
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,172000,8500
Car,Lexus ES 300h,Lexus,ES 300h,2022,2.5,32670,70550
Car,SEAT Ibiza,SEAT,Ibiza,2012,1.4,160000,7200
Car,Volkswagen Touareg,Volkswagen,Touareg,2004,3.2,124000,12900
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1989,1.5,222000,2400
Car,Mercedes GLC 200 4MATIC+ Coupe,Mercedes,GLC 200 4MATIC+ Coupe,2020,2,65000,88400
Car,Hyundai ix35,Hyundai,ix35,2010,2.4,136000,23700
Car,Opel Vectra,Opel,Vectra,1996,1.8,258000,5200
Car,Toyota Prius,Toyota,Prius,2010,1.8,380000,17500
Car,Toyota Vitz,Toyota,Vitz,2000,1,270000,7000
Car,Chevrolet Camaro,Chevrolet,Camaro,2012,6.2,129000,40500
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,165000,16300
Car,Daewoo Nexia,Daewoo,Nexia,2006,1.5,360000,4400
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,16700,5500
Car,LADA (VAZ) 21099,LADA (VAZ),21099,1997,1.5,180000,3500
Car,Lincoln MKZ,Lincoln,MKZ,2022,2,70000,46750
Car,Opel Astra,Opel,Astra,1996,1.6,99999,4000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,156000,5500
Car,Mercedes E 200,Mercedes,E 200,2005,1.8,324000,17200
Car,Honda Civic,Honda,Civic,2014,1.5,226932,17400
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,188000,23800
Car,Mercedes C 180,Mercedes,C 180,1995,1.8,265000,7000
Car,BMW 535,BMW,535,2010,3,224602,29500
Car,Chevrolet Niva,Chevrolet,Niva,2003,1.7,546377,7400
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.5,34212,6700
Car,Opel Zafira,Opel,Zafira,1999,1.8,340000,8900
Car,Toyota Prius,Toyota,Prius,2008,1.5,200000,10500
Car,Volkswagen Touran,Volkswagen,Touran,2005,1.9,320000,9000
Car,Chevrolet Cobalt,Chevrolet,Cobalt,2023,1.5,39000,17600
Car,Mercedes C 180,Mercedes,C 180,2000,1.8,322923,11800
Car,Mercedes E 220 d,Mercedes,E 220 d,2001,2.2,500000,17000
Car,Nissan Tiida,Nissan,Tiida,2011,1.5,93000,13500
Car,BMW 520,BMW,520,1994,2,300000,5500
Car,Mitsubishi Airtrek,Mitsubishi,Airtrek,2002,2,283000,7700
Car,Renault Megane,Renault,Megane,2006,1.5,250000,7900
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,218000,13500
Car,Ford Focus,Ford,Focus,2013,1.6,102000,14000
Car,Mercedes C 200,Mercedes,C 200,1994,2,380000,8900
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2006,1.7,185236,5500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2014,2,157000,35900
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2010,1.6,176100,9300
Car,Lexus ES 300h,Lexus,ES 300h,2024,2.5,0,95200
Car,Toyota Camry,Toyota,Camry,2022,2.5,50000,52190
Car,Hyundai Elantra,Hyundai,Elantra,2016,2,120000,26000
Car,Hyundai Avante,Hyundai,Avante,2007,1.6,254000,14000
Car,Mercedes A 160,Mercedes,A 160,2001,1.6,281000,6500
Car,Mercedes E 280,Mercedes,E 280,1997,2.8,198630,8800
Car,Ford Fusion (North America),Ford,Fusion (North America),2018,1.5,73000,22800
Car,Opel Vectra,Opel,Vectra,1995,1.8,420876,4300
Car,Hyundai Elantra,Hyundai,Elantra,2021,2,49000,37000
Car,Hyundai Sonata,Hyundai,Sonata,2010,2,273588,15900
Car,Ravon Nexia R3,Ravon,Nexia R3,2017,1.6,415300,11400
Car,BMW 530e,BMW,530e,2022,2,31096,79900
Car,Daewoo Nexia,Daewoo,Nexia,2010,1.5,204000,7500
Car,Hyundai Elantra,Hyundai,Elantra,2013,1.8,85778,19000
Car,Hyundai Elantra,Hyundai,Elantra,2013,1.8,169000,18700
Car,Iran Khodro Samand,Iran Khodro,Samand,2006,1.8,360000,3600
Car,Kia Rio,Kia,Rio,2009,1.5,180000,14500
Car,Nissan Micra,Nissan,Micra,2011,1.2,107000,12900
Car,Ford Escape,Ford,Escape,2015,1.6,189000,20500
Car,Kia Rio,Kia,Rio,2021,1.4,51000,27800
Car,Toyota Corolla,Toyota,Corolla,2006,1.4,215124,15400
Car,Volkswagen Golf,Volkswagen,Golf,1995,1.9,289000,4000
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,175000,13500
Car,Chevrolet Trax,Chevrolet,Trax,2019,1.4,120000,21500
Car,Fiat Fiorino,Fiat,Fiorino,2008,1.4,264000,7500
Car,Mercedes C 240,Mercedes,C 240,1998,2.4,360000,10900
Car,BMW 330,BMW,330,2017,2,147000,36000
Car,Ford Mustang,Ford,Mustang,2020,2.3,16000,45560
Car,Peugeot 307,Peugeot,307,2004,2,234765,5300
Car,Porsche Cayenne GTS,Porsche,Cayenne GTS,2007,4.8,199000,24500
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2010,2.7,219000,37500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2005,1.6,150000,4200
Car,LADA (VAZ) 2107,LADA (VAZ),2107,1993,1.6,72000,3200
Car,Nissan X-Trail,Nissan,X-Trail,2001,2,55000,9500
Car,Opel Combo,Opel,Combo,2008,1.3,236000,11700
Car,Opel Vectra,Opel,Vectra,1999,1.8,580000,7800
Car,Toyota Prius,Toyota,Prius,2008,1.5,218640,12200
Car,Hyundai ix35,Hyundai,ix35,2014,2.4,272000,22000
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2013,1.6,209500,11500
Car,Opel Astra,Opel,Astra,2006,1.3,446526,11500
Car,Kia Sportage,Kia,Sportage,2012,2,110547,32875
Car,Mercedes C 220,Mercedes,C 220,1995,2.2,542000,7850
Car,Mercedes C 220 d,Mercedes,C 220 d,1998,2.2,310511,12000
Car,Ford Transit,Ford,Transit,1992,2.5,358999,15000
Car,Hyundai Azera,Hyundai,Azera,2014,2.4,129754,28500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2007,2.2,233000,20500
Car,Kia Cerato,Kia,Cerato,2020,2,64374,27000
Car,Kia Optima,Kia,Optima,2012,2.4,200207,19500
Car,Land Rover Range Rover,Land Rover,Range Rover,2017,3,143000,88230
Car,Lexus RX 200t,Lexus,RX 200t,2016,2,219000,46750
Car,Mercedes C 240,Mercedes,C 240,1998,2.4,312000,12400
Car,Opel Astra,Opel,Astra,1999,1.6,17600,6600
Car,BMW 528,BMW,528,2014,2,230000,33500
Car,Mercedes S 500,Mercedes,S 500,2015,4.7,145000,72930
Car,Honda Civic,Honda,Civic,2018,1.5,82000,25500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2014,2.4,106000,31000
Car,Mercedes E 350,Mercedes,E 350,2010,3.5,200000,32500
Car,Ford Fusion (North America),Ford,Fusion (North America),2016,1.5,103000,19500
Car,Kia Sorento,Kia,Sorento,2014,2,164000,33500
Car,Land Rover Range Rover,Land Rover,Range Rover,2023,3,0,336430
Bike,Kawasaki Ninja 400,Kawasaki,Ninja 400,2013,0.4,6493,8300
Car,Kia Sorento,Kia,Sorento,2018,2,85300,52350
Car,Opel Astra,Opel,Astra,1997,1.6,410000,5200
Car,Chevrolet Malibu,Chevrolet,Malibu,2016,1.5,150245,22000
Car,LADA (VAZ) 21011,LADA (VAZ),21011,1976,1.3,54756,2000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1984,1.5,99000,6000
Car,Mercedes GL 450 4MATIC,Mercedes,GL 450 4MATIC,2006,4.7,225000,23500
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2009,2.7,430000,32500
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,141000,14200
Car,Land Rover RR Sport,Land Rover,RR Sport,2018,3,106000,91630
Car,Opel Astra,Opel,Astra,2005,1.4,220000,10900
